timestamp,src_ip,dst_ip,src_port,dst_port,proto,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,signature,jenis_serangan,action,confidence,status,direction
2025-08-04 02:05:32.240217+07:00,192.168.38.1,192.168.38.130,0.0,0.0,ICMP,0.0,3.0,2.0,516.0,354.0,0.0,0.0,0.0,1.4576271186440677,0,0,0,0,0,0,SURICATA ICMPv4 unknown code,,0,0.8,detected,inbound
2025-08-04 02:09:15.549950+07:00,192.168.38.128,192.168.38.130,38344.0,22.0,TCP,0.0,4.0,3.0,295.0,228.0,0.0,0.0,0.0,1.293859649122807,0,0,0,0,0,0,SURICATA Applayer Detect protocol only one direction,SSH BRUTE FORCE,1,0.8,detected,inbound
2025-08-04 19:33:01.013124+07:00,192.168.38.128,192.168.38.130,56918.0,22.0,TCP,0.0,4.0,3.0,295.0,228.0,0.0,0.0,0.0,1.293859649122807,0,0,0,0,0,0,SURICATA Applayer Detect protocol only one direction,SSH BRUTE FORCE,1,0.8,detected,inbound
2025-08-05T22:07:35.198800+07:00,192.168.38.128,192.168.38.130,49273.0,0.0,TCP,0.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POTENTIAL TCP PORT SCAN,SCAN,0,0.8,detected,inbound
2025-08-05T22:09:51.171595+07:00,192.168.38.1,192.168.38.130,45279.0,0.0,TCP,0.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POTENTIAL TCP PORT SCAN,SCAN,0,0.8,detected,inbound
2025-08-05T22:09:58.043844+07:00,192.168.38.1,192.168.38.130,0.0,0.0,ICMP,0.0,1.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA ICMPv4 unknown code,UNKNOWN,0,0.8,detected,inbound
2025-08-05T22:09:58.766985+07:00,192.168.38.1,192.168.38.130,54803.0,0.0,TCP,0.0,4.0,4.0,396.0,409.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ET SCAN Possible Nmap User-Agent Observed,SCAN,0,0.8,detected,inbound
2025-08-05T22:09:58.900751+07:00,192.168.38.1,192.168.38.130,54819.0,0.0,TCP,0.0,4.0,4.0,393.0,727.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA Applayer Detect protocol only one direction,UNKNOWN,0,0.8,detected,inbound
2025-08-05T22:10:51.696654+07:00,192.168.38.128,192.168.38.130,55550.0,0.0,TCP,0.0,4.0,3.0,295.0,228.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA Applayer Detect protocol only one direction,UNKNOWN,1,0.8,detected,inbound
2025-08-05T22:11:26.253508+07:00,192.168.38.128,192.168.38.130,34228.0,0.0,TCP,0.0,3.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POTENTIAL TCP PORT SCAN,SCAN,0,0.8,detected,inbound
2025-08-05T22:12:30.384520+07:00,192.168.38.128,192.168.38.130,38890.0,0.0,TCP,0.0,3.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POTENTIAL TCP PORT SCAN,SCAN,1,0.8,detected,inbound
2025-08-05T22:13:35.475041+07:00,192.168.38.128,192.168.38.130,55610.0,0.0,TCP,0.0,4.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POTENTIAL TCP PORT SCAN,SCAN,0,0.8,detected,inbound
2025-08-05T22:14:39.797335+07:00,192.168.38.128,192.168.38.130,38642.0,0.0,TCP,0.0,4.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POTENTIAL TCP PORT SCAN,SCAN,1,0.8,detected,inbound
2025-08-05T22:15:02.770990+07:00,192.168.38.1,192.168.38.130,40606.0,0.0,TCP,0.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POTENTIAL TCP PORT SCAN,SCAN,0,0.8,detected,inbound
2025-08-05T22:15:44.247925+07:00,192.168.38.128,192.168.38.130,44558.0,0.0,TCP,0.0,4.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POTENTIAL TCP PORT SCAN,SCAN,1,0.8,detected,inbound
2025-08-05T22:16:20.050824+07:00,192.168.38.1,192.168.38.130,46294.0,0.0,TCP,0.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POTENTIAL TCP PORT SCAN,SCAN,0,0.8,detected,inbound
2025-08-05T22:16:29.758178+07:00,192.168.38.1,192.168.38.130,0.0,0.0,ICMP,0.0,1.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA ICMPv4 unknown code,UNKNOWN,0,0.8,detected,inbound
2025-08-05T22:16:30.491213+07:00,192.168.38.1,192.168.38.130,54898.0,0.0,TCP,0.0,4.0,4.0,858.0,684.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ET SCAN Possible Nmap User-Agent Observed,SCAN,0,0.8,detected,inbound
2025-08-05T22:16:30.613498+07:00,192.168.38.1,192.168.38.130,54899.0,0.0,TCP,0.0,4.0,4.0,393.0,727.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA Applayer Detect protocol only one direction,UNKNOWN,0,0.8,detected,inbound
2025-08-05T22:16:48.761782+07:00,192.168.38.128,192.168.38.130,55506.0,0.0,TCP,0.0,4.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POTENTIAL TCP PORT SCAN,SCAN,0,0.8,detected,inbound
2025-08-05T22:17:53.083616+07:00,192.168.38.128,192.168.38.130,50100.0,0.0,TCP,0.0,5.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POTENTIAL TCP PORT SCAN,SCAN,0,0.8,detected,inbound
2025-08-05T22:18:38.965469+07:00,192.168.38.1,192.168.38.130,62783.0,0.0,TCP,0.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POTENTIAL TCP PORT SCAN,SCAN,0,0.8,detected,inbound
2025-08-05T22:18:57.212564+07:00,192.168.38.128,192.168.38.130,33108.0,0.0,TCP,0.0,5.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POTENTIAL TCP PORT SCAN,SCAN,0,0.8,detected,inbound
2025-08-05T22:20:33.534478+07:00,192.168.38.128,192.168.38.130,47090.0,0.0,TCP,0.0,5.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POTENTIAL TCP PORT SCAN,SCAN,0,0.8,detected,inbound
2025-08-05T22:22:53.375553+07:00,192.168.38.1,192.168.38.130,40864.0,0.0,UDP,0.0,1.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ET DOS Possible SSDP Amplification Scan in Progress,SCAN,0,0.8,detected,inbound
2025-08-05T22:33:24.214353+07:00,192.168.38.1,192.168.38.130,0.0,0.0,ICMP,0.0,1.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA ICMPv4 unknown code,UNKNOWN,1,0.8,detected,inbound
2025-08-05T22:33:27.245388+07:00,192.168.38.1,192.168.38.130,44034.0,0.0,TCP,0.0,1.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POTENTIAL TCP PORT SCAN,SCAN,0,0.8,detected,inbound
2025-08-08T17:59:08.917758+07:00,192.168.38.128,192.168.38.130,45008.0,0.0,TCP,0.0,4.0,3.0,295.0,228.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA Applayer Detect protocol only one direction,UNKNOWN,0,0.8,detected,inbound
2025-08-08T18:07:55.623576+07:00,192.168.38.128,192.168.38.130,48502.0,0.0,TCP,0.0,5.0,6.0,361.0,390.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA Applayer Detect protocol only one direction,UNKNOWN,0,0.8,detected,inbound
2025-08-08T18:48:20.548377+07:00,192.168.38.128,192.168.38.130,57160.0,0.0,TCP,0.0,4.0,5.0,295.0,336.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA Applayer Detect protocol only one direction,UNKNOWN,0,0.8,detected,inbound
